psu_number,dist_name,hh_number,s03_code,q03_03
4198.0,Siraha,10.0,112.0,4.0
4198.0,Siraha,6.0,112.0,4.0
4198.0,Siraha,5.0,112.0,4.0
4198.0,Siraha,11.0,112.0,5.0
4198.0,Siraha,3.0,112.0,4.0
4198.0,Siraha,9.0,112.0,4.0
4198.0,Siraha,2.0,112.0,12.0
4198.0,Siraha,8.0,112.0,4.0
4199.0,Siraha,9.0,112.0,1.0
4199.0,Siraha,5.0,112.0,1.0
4199.0,Siraha,12.0,112.0,1.0
4199.0,Siraha,10.0,112.0,1.0
4199.0,Siraha,11.0,112.0,1.0
4199.0,Siraha,6.0,112.0,1.0
4199.0,Siraha,2.0,112.0,1.0
4199.0,Siraha,7.0,112.0,1.0
4199.0,Siraha,1.0,112.0,0.0
4199.0,Siraha,8.0,112.0,1.0
4199.0,Siraha,3.0,112.0,1.0
4199.0,Siraha,4.0,112.0,1.0
4200.0,Siraha,2.0,112.0,2.0
4200.0,Siraha,6.0,112.0,2.0
4200.0,Siraha,11.0,112.0,2.0
4200.0,Siraha,3.0,112.0,2.0
4200.0,Siraha,5.0,112.0,2.0
4200.0,Siraha,1.0,112.0,2.0
4200.0,Siraha,10.0,112.0,0.0
4200.0,Siraha,7.0,112.0,2.0
4200.0,Siraha,9.0,112.0,2.0
4200.0,Siraha,12.0,112.0,0.0
4200.0,Siraha,4.0,112.0,2.0
4200.0,Siraha,8.0,112.0,2.0
4201.0,Siraha,3.0,112.0,6.0
4201.0,Siraha,2.0,112.0,6.0
4201.0,Siraha,12.0,112.0,6.0
4201.0,Siraha,10.0,112.0,7.0
4201.0,Siraha,7.0,112.0,7.0
4201.0,Siraha,11.0,112.0,6.0
4201.0,Siraha,9.0,112.0,6.0
4201.0,Siraha,6.0,112.0,6.0
4201.0,Siraha,1.0,112.0,6.0
4201.0,Siraha,5.0,112.0,6.0
4201.0,Siraha,8.0,112.0,4.0
4201.0,Siraha,4.0,112.0,6.0
4202.0,Dhanusha,9.0,112.0,0.0
4202.0,Dhanusha,8.0,112.0,0.0
4202.0,Dhanusha,10.0,112.0,0.0
4202.0,Dhanusha,11.0,112.0,0.0
4202.0,Dhanusha,5.0,112.0,0.0
4202.0,Dhanusha,7.0,112.0,0.0
4202.0,Dhanusha,12.0,112.0,0.0
4202.0,Dhanusha,4.0,112.0,0.0
4202.0,Dhanusha,2.0,112.0,0.0
4202.0,Dhanusha,3.0,112.0,0.0
4202.0,Dhanusha,6.0,112.0,0.0
4202.0,Dhanusha,1.0,112.0,0.0
4203.0,Dhanusa,4.0,112.0,0.0
4203.0,Dhanusa,5.0,112.0,0.0
4203.0,Dhanusa,8.0,112.0,0.0
4203.0,Dhanusa,1.0,112.0,0.0
4203.0,Dhanusa,11.0,112.0,0.0
4203.0,Dhanusa,12.0,112.0,0.0
4203.0,Dhanusa,7.0,112.0,0.0
4203.0,Dhanusa,10.0,112.0,0.0
4203.0,Dhanusa,2.0,112.0,0.0
4203.0,Dhanusa,9.0,112.0,0.0
4203.0,Dhanusa,6.0,112.0,0.0
4203.0,Dhanusa,3.0,112.0,0.0
4204.0,Dhanusha,10.0,112.0,0.0
4204.0,Dhanusha,12.0,112.0,0.0
4204.0,Dhanusha,6.0,112.0,0.0
4204.0,Dhanusha,7.0,112.0,0.0
4204.0,Dhanusha,3.0,112.0,0.0
4204.0,Dhanusha,8.0,112.0,0.0
4204.0,Dhanusha,1.0,112.0,0.0
4204.0,Dhanusha,11.0,112.0,0.0
4204.0,Dhanusha,5.0,112.0,0.0
4204.0,Dhanusha,4.0,112.0,0.0
4204.0,Dhanusha,9.0,112.0,0.0
4204.0,Dhanusha,2.0,112.0,0.0
4205.0,Dhanusha,3.0,112.0,0.0
4205.0,Dhanusha,11.0,112.0,0.0
4205.0,Dhanusha,1.0,112.0,0.0
4205.0,Dhanusha,9.0,112.0,0.0
4205.0,Dhanusha,10.0,112.0,1.0
4205.0,Dhanusha,7.0,112.0,1.0
4205.0,Dhanusha,12.0,112.0,0.0
4205.0,Dhanusha,2.0,112.0,0.0
4205.0,Dhanusha,6.0,112.0,0.0
4205.0,Dhanusha,5.0,112.0,0.0
4205.0,Dhanusha,4.0,112.0,0.0
4205.0,Dhanusha,8.0,112.0,1.0
4206.0,Dhanusa,3.0,112.0,0.0
4206.0,Dhanusa,7.0,112.0,0.0
4206.0,Dhanusa,10.0,112.0,0.0
4206.0,Dhanusa,2.0,112.0,0.0
4206.0,Dhanusa,4.0,112.0,0.0
4206.0,Dhanusa,12.0,112.0,0.0
4206.0,Dhanusa,6.0,112.0,0.0
4206.0,Dhanusa,8.0,112.0,0.0
4206.0,Dhanusa,9.0,112.0,0.0
4206.0,Dhanusa,1.0,112.0,0.0
4206.0,Dhanusa,11.0,112.0,0.0
4206.0,Dhanusa,5.0,112.0,0.0
4207.0,Mahottari,10.0,112.0,9.0
4207.0,Mahottari,3.0,112.0,9.0
4207.0,Mahottari,8.0,112.0,9.0
4207.0,Mahottari,7.0,112.0,9.0
4207.0,Mahottari,9.0,112.0,9.0
4207.0,Mahottari,4.0,112.0,9.0
4207.0,Mahottari,12.0,112.0,9.0
4207.0,Mahottari,11.0,112.0,9.0
4207.0,Mahottari,6.0,112.0,10.0
4207.0,Mahottari,5.0,112.0,9.0
4207.0,Mahottari,1.0,112.0,9.0
4207.0,Mahottari,2.0,112.0,9.0
4208.0,Mahottari,4.0,112.0,1.0
4208.0,Mahottari,1.0,112.0,1.0
4208.0,Mahottari,8.0,112.0,1.0
4208.0,Mahottari,12.0,112.0,1.0
4208.0,Mahottari,7.0,112.0,1.0
4208.0,Mahottari,11.0,112.0,1.0
4208.0,Mahottari,3.0,112.0,1.0
4208.0,Mahottari,2.0,112.0,1.0
4208.0,Mahottari,6.0,112.0,1.0
4208.0,Mahottari,10.0,112.0,1.0
4208.0,Mahottari,5.0,112.0,1.0
4208.0,Mahottari,9.0,112.0,1.0
4209.0,Mahottari,4.0,112.0,0.0
4209.0,Mahottari,9.0,112.0,1.0
4209.0,Mahottari,2.0,112.0,0.0
4209.0,Mahottari,10.0,112.0,0.0
4209.0,Mahottari,7.0,112.0,0.0
4209.0,Mahottari,3.0,112.0,0.0
4209.0,Mahottari,6.0,112.0,0.0
4209.0,Mahottari,8.0,112.0,0.0
4209.0,Mahottari,1.0,112.0,0.0
4209.0,Mahottari,5.0,112.0,0.0
4209.0,Mahottari,11.0,112.0,0.0
4209.0,Mahottari,12.0,112.0,0.0
4210.0,Mahottari,1.0,112.0,0.0
4210.0,Mahottari,5.0,112.0,0.0
4210.0,Mahottari,11.0,112.0,0.0
4210.0,Mahottari,8.0,112.0,0.0
4210.0,Mahottari,9.0,112.0,0.0
4210.0,Mahottari,6.0,112.0,0.0
4210.0,Mahottari,10.0,112.0,0.0
4210.0,Mahottari,3.0,112.0,0.0
4210.0,Mahottari,7.0,112.0,0.0
4210.0,Mahottari,2.0,112.0,0.0
4210.0,Mahottari,12.0,112.0,0.0
4210.0,Mahottari,4.0,112.0,0.0
4211.0,Mahottari,6.0,112.0,0.0
4211.0,Mahottari,10.0,112.0,0.0
4211.0,Mahottari,2.0,112.0,0.0
4211.0,Mahottari,12.0,112.0,0.0
4211.0,Mahottari,8.0,112.0,0.0
4211.0,Mahottari,3.0,112.0,0.0
4211.0,Mahottari,9.0,112.0,0.0
4211.0,Mahottari,5.0,112.0,0.0
4211.0,Mahottari,4.0,112.0,0.0
4211.0,Mahottari,1.0,112.0,0.0
4211.0,Mahottari,7.0,112.0,0.0
4211.0,Mahottari,11.0,112.0,0.0
4212.0,Mahottari,7.0,112.0,0.0
4212.0,Mahottari,5.0,112.0,0.0
4212.0,Mahottari,2.0,112.0,0.0
4212.0,Mahottari,4.0,112.0,0.0
4212.0,Mahottari,9.0,112.0,0.0
4212.0,Mahottari,11.0,112.0,0.0
4212.0,Mahottari,12.0,112.0,0.0
4212.0,Mahottari,1.0,112.0,0.0
4212.0,Mahottari,8.0,112.0,0.0
4212.0,Mahottari,6.0,112.0,0.0
4212.0,Mahottari,3.0,112.0,0.0
4212.0,Mahottari,10.0,112.0,0.0
4213.0,Sarlahi,4.0,112.0,0.0
4213.0,Sarlahi,6.0,112.0,0.0
4213.0,Sarlahi,3.0,112.0,0.0
4213.0,Sarlahi,5.0,112.0,0.0
4213.0,Sarlahi,1.0,112.0,0.0
4213.0,Sarlahi,12.0,112.0,0.0
4213.0,Sarlahi,2.0,112.0,0.0
4213.0,Sarlahi,8.0,112.0,0.0
4213.0,Sarlahi,10.0,112.0,0.0
4213.0,Sarlahi,9.0,112.0,0.0
4213.0,Sarlahi,11.0,112.0,0.0
4213.0,Sarlahi,7.0,112.0,0.0
4214.0,Sarlahi,5.0,112.0,1.0
4214.0,Sarlahi,11.0,112.0,0.0
4214.0,Sarlahi,7.0,112.0,1.0
4214.0,Sarlahi,3.0,112.0,1.0
4214.0,Sarlahi,12.0,112.0,1.0
4214.0,Sarlahi,1.0,112.0,0.0
4214.0,Sarlahi,9.0,112.0,0.0
4214.0,Sarlahi,6.0,112.0,1.0
4214.0,Sarlahi,10.0,112.0,1.0
4214.0,Sarlahi,8.0,112.0,1.0
4214.0,Sarlahi,4.0,112.0,1.0
4214.0,Sarlahi,2.0,112.0,1.0
4215.0,Sarlahi,3.0,112.0,0.0
4215.0,Sarlahi,9.0,112.0,0.0
4215.0,Sarlahi,10.0,112.0,0.0
4215.0,Sarlahi,2.0,112.0,0.0
4215.0,Sarlahi,7.0,112.0,0.0
4215.0,Sarlahi,12.0,112.0,0.0
4215.0,Sarlahi,1.0,112.0,0.0
4215.0,Sarlahi,6.0,112.0,0.0
4215.0,Sarlahi,4.0,112.0,0.0
4215.0,Sarlahi,5.0,112.0,0.0
4215.0,Sarlahi,8.0,112.0,0.0
4215.0,Sarlahi,11.0,112.0,0.0
4216.0,Sarlahi,5.0,112.0,0.0
4216.0,Sarlahi,12.0,112.0,0.0
4216.0,Sarlahi,3.0,112.0,0.0
4216.0,Sarlahi,10.0,112.0,0.0
4216.0,Sarlahi,4.0,112.0,0.0
4216.0,Sarlahi,1.0,112.0,0.0
4216.0,Sarlahi,2.0,112.0,0.0
4216.0,Sarlahi,7.0,112.0,0.0
4216.0,Sarlahi,9.0,112.0,0.0
4216.0,Sarlahi,8.0,112.0,0.0
4216.0,Sarlahi,11.0,112.0,0.0
4216.0,Sarlahi,6.0,112.0,0.0
4217.0,Sarlahi,8.0,112.0,1.0
4217.0,Sarlahi,10.0,112.0,0.0
4217.0,Sarlahi,4.0,112.0,0.0
4217.0,Sarlahi,6.0,112.0,0.0
4217.0,Sarlahi,11.0,112.0,0.0
4217.0,Sarlahi,9.0,112.0,0.0
4217.0,Sarlahi,12.0,112.0,0.0
4217.0,Sarlahi,2.0,112.0,1.0
4217.0,Sarlahi,1.0,112.0,0.0
4217.0,Sarlahi,5.0,112.0,0.0
4217.0,Sarlahi,7.0,112.0,1.0
4217.0,Sarlahi,3.0,112.0,1.0
4218.0,Sarlahi,4.0,112.0,0.0
4218.0,Sarlahi,6.0,112.0,0.0
4218.0,Sarlahi,9.0,112.0,0.0
4218.0,Sarlahi,12.0,112.0,0.0
4218.0,Sarlahi,2.0,112.0,0.0
4218.0,Sarlahi,11.0,112.0,0.0
4218.0,Sarlahi,5.0,112.0,0.0
4218.0,Sarlahi,10.0,112.0,0.0
4218.0,Sarlahi,3.0,112.0,0.0
4218.0,Sarlahi,8.0,112.0,0.0
4218.0,Sarlahi,1.0,112.0,0.0
4218.0,Sarlahi,7.0,112.0,0.0
4219.0,Rautahat,12.0,112.0,2.0
4219.0,Rautahat,7.0,112.0,1.0
4219.0,Rautahat,8.0,112.0,1.0
4219.0,Rautahat,4.0,112.0,2.0
4219.0,Rautahat,10.0,112.0,1.0
4219.0,Rautahat,2.0,112.0,1.0
4219.0,Rautahat,1.0,112.0,2.0
4219.0,Rautahat,9.0,112.0,1.0
4219.0,Rautahat,11.0,112.0,2.0
4219.0,Rautahat,3.0,112.0,2.0
4219.0,Rautahat,5.0,112.0,1.0
4219.0,Rautahat,6.0,112.0,1.0
4220.0,Rautahat,11.0,112.0,0.0
4220.0,Rautahat,12.0,112.0,0.0
4220.0,Rautahat,1.0,112.0,0.0
4220.0,Rautahat,4.0,112.0,0.0
4220.0,Rautahat,6.0,112.0,0.0
4220.0,Rautahat,5.0,112.0,0.0
4220.0,Rautahat,7.0,112.0,0.0
4220.0,Rautahat,10.0,112.0,0.0
4220.0,Rautahat,2.0,112.0,0.0
4220.0,Rautahat,3.0,112.0,0.0
4220.0,Rautahat,8.0,112.0,0.0
4220.0,Rautahat,9.0,112.0,0.0
4221.0,Bara,1.0,112.0,0.0
4221.0,Bara,4.0,112.0,0.0
4221.0,Bara,2.0,112.0,0.0
4221.0,Bara,9.0,112.0,0.0
4221.0,Bara,5.0,112.0,0.0
4221.0,Bara,8.0,112.0,0.0
4221.0,Bara,7.0,112.0,0.0
4221.0,Bara,3.0,112.0,0.0
4221.0,Bara,10.0,112.0,0.0
4221.0,Bara,6.0,112.0,0.0
4221.0,Bara,11.0,112.0,0.0
4221.0,Bara,12.0,112.0,0.0
4222.0,Bara,6.0,112.0,0.0
4222.0,Bara,11.0,112.0,1.0
4222.0,Bara,3.0,112.0,1.0
4222.0,Bara,5.0,112.0,0.0
4222.0,Bara,4.0,112.0,0.0
4222.0,Bara,9.0,112.0,1.0
4222.0,Bara,1.0,112.0,0.0
4222.0,Bara,12.0,112.0,0.0
4222.0,Bara,7.0,112.0,1.0
4222.0,Bara,2.0,112.0,0.0
4222.0,Bara,10.0,112.0,1.0
4222.0,Bara,8.0,112.0,0.0
4223.0,Bara,2.0,112.0,0.0
4223.0,Bara,9.0,112.0,0.0
4223.0,Bara,7.0,112.0,0.0
4223.0,Bara,4.0,112.0,0.0
4223.0,Bara,12.0,112.0,0.0
4223.0,Bara,5.0,112.0,3.0
4223.0,Bara,10.0,112.0,0.0
4223.0,Bara,1.0,112.0,0.0
4223.0,Bara,6.0,112.0,0.0
4223.0,Bara,11.0,112.0,1.0
4223.0,Bara,3.0,112.0,0.0
4223.0,Bara,8.0,112.0,0.0
4224.0,Bara,1.0,112.0,0.0
4224.0,Bara,10.0,112.0,0.0
4224.0,Bara,4.0,112.0,0.0
4224.0,Bara,9.0,112.0,0.0
4224.0,Bara,7.0,112.0,0.0
4224.0,Bara,8.0,112.0,0.0
4224.0,Bara,2.0,112.0,0.0
4224.0,Bara,11.0,112.0,0.0
4224.0,Bara,6.0,112.0,0.0
4224.0,Bara,12.0,112.0,0.0
4224.0,Bara,3.0,112.0,0.0
4224.0,Bara,5.0,112.0,0.0
4225.0,Bara,6.0,112.0,0.0
4225.0,Bara,10.0,112.0,0.0
4225.0,Bara,12.0,112.0,0.0
4225.0,Bara,5.0,112.0,0.0
4225.0,Bara,4.0,112.0,0.0
4225.0,Bara,9.0,112.0,0.0
4225.0,Bara,3.0,112.0,0.0
4225.0,Bara,1.0,112.0,0.0
4225.0,Bara,2.0,112.0,0.0
4225.0,Bara,11.0,112.0,0.0
4225.0,Bara,8.0,112.0,0.0
4225.0,Bara,7.0,112.0,0.0
4226.0,Bara,6.0,112.0,0.0
4226.0,Bara,2.0,112.0,0.0
4226.0,Bara,5.0,112.0,0.0
4226.0,Bara,11.0,112.0,0.0
4226.0,Bara,10.0,112.0,0.0
4226.0,Bara,1.0,112.0,0.0
4226.0,Bara,4.0,112.0,0.0
4226.0,Bara,7.0,112.0,0.0
4226.0,Bara,8.0,112.0,0.0
4226.0,Bara,3.0,112.0,0.0
4226.0,Bara,9.0,112.0,0.0
4226.0,Bara,12.0,112.0,0.0
4227.0,Parsa,2.0,112.0,3.0
4227.0,Parsa,3.0,112.0,4.0
4227.0,Parsa,5.0,112.0,4.0
4227.0,Parsa,7.0,112.0,4.0
4227.0,Parsa,6.0,112.0,4.0
4227.0,Parsa,12.0,112.0,6.0
4227.0,Parsa,9.0,112.0,4.0
4227.0,Parsa,10.0,112.0,6.0
4227.0,Parsa,8.0,112.0,4.0
4227.0,Parsa,1.0,112.0,3.0
4227.0,Parsa,4.0,112.0,4.0
4227.0,Parsa,11.0,112.0,4.0
4228.0,Parsa,1.0,112.0,0.0
4228.0,Parsa,5.0,112.0,0.0
4228.0,Parsa,8.0,112.0,0.0
4228.0,Parsa,6.0,112.0,0.0
4228.0,Parsa,4.0,112.0,0.0
4228.0,Parsa,2.0,112.0,0.0
4228.0,Parsa,12.0,112.0,0.0
4228.0,Parsa,10.0,112.0,0.0
4228.0,Parsa,11.0,112.0,0.0
4228.0,Parsa,9.0,112.0,0.0
4228.0,Parsa,3.0,112.0,0.0
4228.0,Parsa,7.0,112.0,0.0
4229.0,Parsa,8.0,112.0,8.0
4229.0,Parsa,12.0,112.0,4.0
4229.0,Parsa,10.0,112.0,8.0
4229.0,Parsa,7.0,112.0,4.0
4229.0,Parsa,3.0,112.0,4.0
4229.0,Parsa,1.0,112.0,4.0
4229.0,Parsa,9.0,112.0,8.0
4229.0,Parsa,4.0,112.0,8.0
4229.0,Parsa,5.0,112.0,4.0
4229.0,Parsa,6.0,112.0,8.0
4229.0,Parsa,11.0,112.0,4.0
4229.0,Parsa,2.0,112.0,5.0
4230.0,Parsa,7.0,112.0,0.0
4230.0,Parsa,10.0,112.0,0.0
4230.0,Parsa,12.0,112.0,0.0
4230.0,Parsa,9.0,112.0,0.0
4230.0,Parsa,6.0,112.0,4.0
4230.0,Parsa,8.0,112.0,4.0
4230.0,Parsa,11.0,112.0,0.0
4230.0,Parsa,1.0,112.0,0.0
4230.0,Parsa,4.0,112.0,0.0
4230.0,Parsa,2.0,112.0,0.0
4230.0,Parsa,3.0,112.0,0.0
4230.0,Parsa,5.0,112.0,3.0
4231.0,Parsa,3.0,112.0,2.0
4231.0,Parsa,9.0,112.0,2.0
4231.0,Parsa,1.0,112.0,2.0
4231.0,Parsa,6.0,112.0,2.0
4231.0,Parsa,7.0,112.0,1.0
4231.0,Parsa,2.0,112.0,2.0
4231.0,Parsa,4.0,112.0,2.0
4231.0,Parsa,8.0,112.0,1.0
4231.0,Parsa,11.0,112.0,2.0
4231.0,Parsa,12.0,112.0,2.0
4231.0,Parsa,5.0,112.0,2.0
4231.0,Parsa,10.0,112.0,1.0
4232.0,Parsa,6.0,112.0,0.0
4232.0,Parsa,11.0,112.0,0.0
4232.0,Parsa,3.0,112.0,0.0
4232.0,Parsa,8.0,112.0,0.0
4232.0,Parsa,7.0,112.0,0.0
4232.0,Parsa,4.0,112.0,0.0
4232.0,Parsa,12.0,112.0,0.0
4232.0,Parsa,10.0,112.0,0.0
4232.0,Parsa,2.0,112.0,0.0
4232.0,Parsa,1.0,112.0,0.0
4232.0,Parsa,5.0,112.0,0.0
4232.0,Parsa,9.0,112.0,0.0
4233.0,Parsa,9.0,112.0,0.0
4233.0,Parsa,7.0,112.0,0.0
4233.0,Parsa,12.0,112.0,0.0
4233.0,Parsa,2.0,112.0,0.0
4233.0,Parsa,10.0,112.0,0.0
4233.0,Parsa,8.0,112.0,0.0
4233.0,Parsa,4.0,112.0,0.0
4233.0,Parsa,3.0,112.0,0.0
4233.0,Parsa,1.0,112.0,0.0
4233.0,Parsa,5.0,112.0,0.0
4233.0,Parsa,6.0,112.0,0.0
4233.0,Parsa,11.0,112.0,0.0
4234.0,Parsa,8.0,112.0,0.0
4234.0,Parsa,3.0,112.0,0.0
4234.0,Parsa,9.0,112.0,0.0
4234.0,Parsa,1.0,112.0,0.0
4234.0,Parsa,2.0,112.0,0.0
4234.0,Parsa,5.0,112.0,0.0
4234.0,Parsa,6.0,112.0,0.0
4234.0,Parsa,12.0,112.0,0.0
4234.0,Parsa,7.0,112.0,0.0
4234.0,Parsa,10.0,112.0,0.0
4234.0,Parsa,4.0,112.0,0.0
4234.0,Parsa,11.0,112.0,0.0
4235.0,Kathmandu,8.0,112.0,0.0
4235.0,Kathmandu,9.0,112.0,0.0
4235.0,Kathmandu,4.0,112.0,0.0
4235.0,Kathmandu,12.0,112.0,0.0
4235.0,Kathmandu,11.0,112.0,0.0
4235.0,Kathmandu,7.0,112.0,0.0
4235.0,Kathmandu,5.0,112.0,0.0
4235.0,Kathmandu,1.0,112.0,0.0
4235.0,Kathmandu,2.0,112.0,0.0
4235.0,Kathmandu,10.0,112.0,0.0
4235.0,Kathmandu,6.0,112.0,0.0
4235.0,Kathmandu,3.0,112.0,0.0
4236.0,Kathmandu,12.0,112.0,0.0
4236.0,Kathmandu,7.0,112.0,0.0
4236.0,Kathmandu,11.0,112.0,0.0
4236.0,Kathmandu,8.0,112.0,0.0
4236.0,Kathmandu,1.0,112.0,0.0
4236.0,Kathmandu,2.0,112.0,0.0
4236.0,Kathmandu,10.0,112.0,0.0
4236.0,Kathmandu,3.0,112.0,0.0
4236.0,Kathmandu,9.0,112.0,0.0
4236.0,Kathmandu,4.0,112.0,0.0
4236.0,Kathmandu,6.0,112.0,0.0
4236.0,Kathmandu,5.0,112.0,0.0
4237.0,Kathmandu,4.0,112.0,0.0
4237.0,Kathmandu,8.0,112.0,0.0
4237.0,Kathmandu,6.0,112.0,0.0
4237.0,Kathmandu,12.0,112.0,0.0
4237.0,Kathmandu,2.0,112.0,0.0
4237.0,Kathmandu,3.0,112.0,0.0
4237.0,Kathmandu,1.0,112.0,0.0
4237.0,Kathmandu,9.0,112.0,0.0
4237.0,Kathmandu,10.0,112.0,0.0
4237.0,Kathmandu,7.0,112.0,0.0
4237.0,Kathmandu,11.0,112.0,0.0
4237.0,Kathmandu,5.0,112.0,0.0
4238.0,Kathmandu,3.0,112.0,0.0
4238.0,Kathmandu,8.0,112.0,0.0
4238.0,Kathmandu,2.0,112.0,0.0
4238.0,Kathmandu,1.0,112.0,0.0
4238.0,Kathmandu,6.0,112.0,0.0
4238.0,Kathmandu,12.0,112.0,0.0
4238.0,Kathmandu,9.0,112.0,0.0
4238.0,Kathmandu,5.0,112.0,0.0
4238.0,Kathmandu,10.0,112.0,0.0
4238.0,Kathmandu,11.0,112.0,0.0
4238.0,Kathmandu,7.0,112.0,0.0
4238.0,Kathmandu,4.0,112.0,0.0
4239.0,Kathmandu,12.0,112.0,0.0
4239.0,Kathmandu,2.0,112.0,0.0
4239.0,Kathmandu,4.0,112.0,0.0
4239.0,Kathmandu,1.0,112.0,0.0
4239.0,Kathmandu,5.0,112.0,0.0
4239.0,Kathmandu,11.0,112.0,0.0
4239.0,Kathmandu,3.0,112.0,0.0
4239.0,Kathmandu,9.0,112.0,0.0
4239.0,Kathmandu,6.0,112.0,0.0
4239.0,Kathmandu,10.0,112.0,0.0
4239.0,Kathmandu,8.0,112.0,0.0
4239.0,Kathmandu,7.0,112.0,0.0
4240.0,Kathmandu,8.0,112.0,0.0
4240.0,Kathmandu,11.0,112.0,0.0
4240.0,Kathmandu,10.0,112.0,0.0
4240.0,Kathmandu,12.0,112.0,0.0
4240.0,Kathmandu,9.0,112.0,0.0
4240.0,Kathmandu,3.0,112.0,0.0
4240.0,Kathmandu,1.0,112.0,0.0
4240.0,Kathmandu,5.0,112.0,0.0
4240.0,Kathmandu,4.0,112.0,0.0
4240.0,Kathmandu,7.0,112.0,0.0
4240.0,Kathmandu,6.0,112.0,0.0
4240.0,Kathmandu,2.0,112.0,0.0
4241.0,Kathmandu,6.0,112.0,0.0
4241.0,Kathmandu,11.0,112.0,0.0
4241.0,Kathmandu,12.0,112.0,0.0
4241.0,Kathmandu,5.0,112.0,0.0
4241.0,Kathmandu,4.0,112.0,0.0
4241.0,Kathmandu,9.0,112.0,0.0
4241.0,Kathmandu,3.0,112.0,0.0
4241.0,Kathmandu,10.0,112.0,0.0
4241.0,Kathmandu,7.0,112.0,0.0
4241.0,Kathmandu,8.0,112.0,0.0
4241.0,Kathmandu,2.0,112.0,4.0
4241.0,Kathmandu,1.0,112.0,0.0
4242.0,Kathmandu,7.0,112.0,0.0
4242.0,Kathmandu,1.0,112.0,0.0
4242.0,Kathmandu,6.0,112.0,0.0
4242.0,Kathmandu,10.0,112.0,0.0
4242.0,Kathmandu,8.0,112.0,0.0
4242.0,Kathmandu,9.0,112.0,0.0
4242.0,Kathmandu,11.0,112.0,0.0
4242.0,Kathmandu,4.0,112.0,0.0
4242.0,Kathmandu,3.0,112.0,0.0
4242.0,Kathmandu,5.0,112.0,0.0
4242.0,Kathmandu,12.0,112.0,0.0
4242.0,Kathmandu,2.0,112.0,0.0
4243.0,Kathmandu,11.0,112.0,0.0
4243.0,Kathmandu,2.0,112.0,0.0
4243.0,Kathmandu,5.0,112.0,0.0
4243.0,Kathmandu,12.0,112.0,0.0
4243.0,Kathmandu,10.0,112.0,0.0
4243.0,Kathmandu,9.0,112.0,0.0
4243.0,Kathmandu,1.0,112.0,0.0
4243.0,Kathmandu,6.0,112.0,0.0
4243.0,Kathmandu,4.0,112.0,0.0
4243.0,Kathmandu,3.0,112.0,0.0
4243.0,Kathmandu,8.0,112.0,0.0
4243.0,Kathmandu,7.0,112.0,0.0
4244.0,Kathmandu,3.0,112.0,0.0
4244.0,Kathmandu,1.0,112.0,0.0
4244.0,Kathmandu,11.0,112.0,0.0
4244.0,Kathmandu,12.0,112.0,0.0
4244.0,Kathmandu,6.0,112.0,0.0
4244.0,Kathmandu,4.0,112.0,0.0
4244.0,Kathmandu,8.0,112.0,0.0
4244.0,Kathmandu,5.0,112.0,0.0
4244.0,Kathmandu,7.0,112.0,0.0
4244.0,Kathmandu,2.0,112.0,0.0
4244.0,Kathmandu,9.0,112.0,0.0
4244.0,Kathmandu,10.0,112.0,0.0
4245.0,Kathmandu,12.0,112.0,0.0
4245.0,Kathmandu,1.0,112.0,0.0
4245.0,Kathmandu,7.0,112.0,0.0
4245.0,Kathmandu,4.0,112.0,0.0
4245.0,Kathmandu,6.0,112.0,0.0
4245.0,Kathmandu,8.0,112.0,0.0
4245.0,Kathmandu,10.0,112.0,0.0
4245.0,Kathmandu,3.0,112.0,0.0
4245.0,Kathmandu,5.0,112.0,0.0
4245.0,Kathmandu,11.0,112.0,0.0
4245.0,Kathmandu,2.0,112.0,0.0
4245.0,Kathmandu,9.0,112.0,0.0
4246.0,Kathmandu,1.0,112.0,0.0
4246.0,Kathmandu,11.0,112.0,0.0
4246.0,Kathmandu,9.0,112.0,0.0
4246.0,Kathmandu,12.0,112.0,0.0
4246.0,Kathmandu,8.0,112.0,0.0
4246.0,Kathmandu,10.0,112.0,0.0
4246.0,Kathmandu,7.0,112.0,0.0
4246.0,Kathmandu,3.0,112.0,0.0
4246.0,Kathmandu,2.0,112.0,0.0
4246.0,Kathmandu,6.0,112.0,0.0
4246.0,Kathmandu,5.0,112.0,0.0
4246.0,Kathmandu,4.0,112.0,0.0
4247.0,Kathmandu,9.0,112.0,0.0
4247.0,Kathmandu,8.0,112.0,0.0
4247.0,Kathmandu,11.0,112.0,0.0
4247.0,Kathmandu,5.0,112.0,0.0
4247.0,Kathmandu,3.0,112.0,0.0
4247.0,Kathmandu,4.0,112.0,0.0
4247.0,Kathmandu,12.0,112.0,0.0
4247.0,Kathmandu,6.0,112.0,0.0
4247.0,Kathmandu,7.0,112.0,0.0
4247.0,Kathmandu,2.0,112.0,0.0
4247.0,Kathmandu,10.0,112.0,0.0
4247.0,Kathmandu,1.0,112.0,0.0
4248.0,Kathmandu,1.0,112.0,1.0
4248.0,Kathmandu,5.0,112.0,1.0
4248.0,Kathmandu,12.0,112.0,1.0
4248.0,Kathmandu,11.0,112.0,1.0
4248.0,Kathmandu,2.0,112.0,1.0
4248.0,Kathmandu,3.0,112.0,1.0
4248.0,Kathmandu,10.0,112.0,1.0
4248.0,Kathmandu,6.0,112.0,1.0
4248.0,Kathmandu,7.0,112.0,1.0
4248.0,Kathmandu,8.0,112.0,1.0
